,built_area,modul_price,weeks_duration,DETACHED,COLLECTIVE,COMMERCIAL,OTHERS,DELAYED
190,293.67148832970565,819.3990211985417,33,1,0,0,0,1
191,144.92018002685697,961.44725519681,43,1,0,0,0,1
192,102.12422909375624,745.7156379417443,21,1,0,0,0,1
193,218.5561053659224,645.2489450418583,40,1,0,0,0,1
194,499.3532349176779,1181.3980091840988,38,1,0,0,0,1
195,321.2362422744943,750.3946464116826,39,1,0,0,0,0
196,138.1688840616481,863.8914449816223,48,1,0,0,0,0
197,357.86274753207607,772.8941466556387,23,1,0,0,0,0
198,350.76309866675376,670.9120071195905,41,1,0,0,0,1
199,83.35182040245112,475.8565834352634,52,1,0,0,0,1
200,259.96072806229256,965.0505885371805,35,1,0,0,0,1
201,326.36670090901634,803.9274670099502,36,1,0,0,0,0
202,303.67445885434745,397.0997451216465,36,1,0,0,0,1
203,117.92363594669287,735.105368494659,49,1,0,0,0,1
204,108.50584009060218,734.132570379307,33,1,0,0,0,1
205,315.8286807347941,974.9121666961796,37,1,0,0,0,1
206,188.48398505276492,573.2773821356461,45,1,0,0,0,0
207,165.71077014165883,754.2300151502541,53,1,0,0,0,0
208,485.65610463571227,919.7072942354602,43,1,0,0,0,1
209,223.92351850207018,820.7432593204089,23,1,0,0,0,1
210,201.3668442708945,816.7491197885118,39,1,0,0,0,1
211,82.8251176104381,988.7428082615434,53,1,0,0,0,0
212,512.6816163191168,855.382233617295,37,1,0,0,0,1
213,399.3736705549589,816.126745587398,32,1,0,0,0,1
214,65.08791384658055,712.595675509675,74,1,0,0,0,0
215,143.13025242902148,873.6650914543147,61,1,0,0,0,1
216,247.81408019975018,506.13014283932324,44,1,0,0,0,0
217,506.263884575014,945.6393952487102,38,1,0,0,0,0
218,199.7332928258629,952.1370076798944,39,1,0,0,0,1
219,282.0612544776304,614.5461857040186,57,1,0,0,0,0
220,121.36968907327996,967.726694581792,16,1,0,0,0,1
221,199.9111504878079,610.4971706244557,45,1,0,0,0,1
222,261.21831488009127,1106.3953170647528,38,1,0,0,0,0
223,230.63597297047542,730.9413287284067,57,1,0,0,0,0
224,195.1380034190344,763.4236421781112,43,1,0,0,0,1
225,157.8941643377504,647.0514180142926,37,1,0,0,0,1
226,265.93890336583354,743.7552653559609,29,1,0,0,0,1
227,434.3030254088452,749.5045374406321,32,1,0,0,0,0
228,130.43920129587812,815.6382009950894,56,1,0,0,0,1
229,297.42331186344313,387.9675573020898,62,1,0,0,0,1
230,106.3086404271201,466.2691961611745,46,1,0,0,0,0
231,70.70059803669368,871.8610837556173,39,1,0,0,0,1
232,52.013649673889425,900.8303055506383,30,1,0,0,0,0
233,78.92753784378407,643.7673101716667,35,1,0,0,0,1
234,228.33661973595753,846.2238124743901,33,1,0,0,0,0
235,401.5278009781185,399.26630461895,51,1,0,0,0,1
236,52.970975093549896,730.0374980637598,27,1,0,0,0,0
237,335.6480257668053,206.5293237235942,55,1,0,0,0,1
238,261.90007095265645,557.946778419554,41,1,0,0,0,1
239,68.07927085695353,475.711181660776,51,1,0,0,0,0
240,299.41316660364555,864.7332852536199,23,1,0,0,0,1
241,132.36276908116838,603.7531485188639,29,1,0,0,0,0
242,320.79024406877136,636.2593433248312,55,1,0,0,0,0
243,188.73496434161868,545.4878974687397,41,1,0,0,0,1
244,201.44302285445366,835.496955009683,42,1,0,0,0,0
245,355.65744608580314,692.2164961126625,25,1,0,0,0,1
246,416.52105113512584,730.7140417010764,45,1,0,0,0,1
247,314.3691132492452,653.7006276615978,47,1,0,0,0,0
248,163.03012080336202,805.7286244976831,33,1,0,0,0,0
249,57.50637162903357,519.899200923368,37,1,0,0,0,1
250,84.39427231142292,534.3287145752884,22,1,0,0,0,1
251,273.9256033896786,681.8974353406288,94,1,0,0,0,1
252,286.6740616776796,1378.973662145886,43,1,0,0,0,1
253,373.2738522230884,1575.3277150291328,17,1,0,0,0,1
254,177.72670863448235,779.4344993177177,27,1,0,0,0,1
255,366.12690838082415,1485.7915522266137,24,1,0,0,0,1
256,425.17150029845743,967.7933387249274,79,1,0,0,0,0
257,124.30523203348397,753.4487480685988,41,1,0,0,0,1
258,122.06415475370004,877.7801846095674,62,1,0,0,0,1
259,159.3131119609905,1168.1426506042712,34,1,0,0,0,1
260,267.3270452237439,1096.0846082616881,57,1,0,0,0,1
261,261.55637075587686,1395.628951947409,30,1,0,0,0,1
262,294.82456390026823,490.00024451736306,59,1,0,0,0,0
263,382.80319219047624,569.0544228225197,46,1,0,0,0,1
264,147.7918917834503,1095.7102154171814,19,1,0,0,0,1
265,560.0117167781425,277.5239402328923,22,1,0,0,0,1
266,417.5486141905376,774.2127562439124,43,1,0,0,0,1
267,98.49650701952322,262.3306500730845,44,1,0,0,0,1
268,66.12111355160255,1194.087370588448,50,1,0,0,0,1
269,156.30485964195674,389.6904320877185,40,1,0,0,0,1
270,373.7549378622962,1733.640787835042,48,1,0,0,0,1
271,92.8609787645017,868.0695416721182,31,1,0,0,0,0
272,121.77725768875217,762.8402942391322,33,1,0,0,0,0
273,60.685862116408714,584.2948951214455,61,1,0,0,0,1
274,103.6562356613212,650.5492654914153,55,1,0,0,0,0
275,390.9397219219415,506.7969440551713,47,1,0,0,0,1
276,368.3854687455688,1028.93192440751,46,1,0,0,0,1
277,165.14199525689503,403.53517822812,65,1,0,0,0,1
278,267.75290442495685,1108.8809022515816,63,1,0,0,0,1
279,397.05896413131404,850.1089268955626,26,1,0,0,0,0
280,101.38095914737627,897.0850032311138,51,1,0,0,0,1
281,153.78375681263506,1536.3357210991103,29,1,0,0,0,1
282,311.8139063168699,609.6319749703698,29,1,0,0,0,1
283,72.9824726857722,1055.210210863767,43,1,0,0,0,1
284,332.47167569124474,1735.564772155555,31,1,0,0,0,1
285,109.04453175709901,1944.4956466322913,39,1,0,0,0,1
286,84.067564645813,543.2188457339664,30,1,0,0,0,1
287,168.3503668537577,747.0901723446005,53,1,0,0,0,1
288,119.7871447504229,799.9630475510779,64,1,0,0,0,0
289,488.5901418400483,1256.416777100032,29,1,0,0,0,1
290,64.80040664313168,1761.490092534545,75,1,0,0,0,1
291,74.21999740460365,483.0270650260233,48,1,0,0,0,0
292,258.025820362232,668.5174759090676,25,1,0,0,0,1
293,105.19819331194665,966.8662480715045,76,1,0,0,0,1
294,176.09287135889545,1061.2372609044514,44,1,0,0,0,1
295,347.86416779773106,1144.0635227049506,51,1,0,0,0,1
296,159.30440072063902,1134.5281437649055,34,1,0,0,0,1
297,300.7975861201844,1119.483632826721,24,1,0,0,0,1
298,417.2650854548304,1229.6053555134968,60,1,0,0,0,1
299,136.26283023612675,621.3901380015852,38,1,0,0,0,1
300,73.59471175667562,1112.2600579063949,16,1,0,0,0,0
301,271.87432128843153,801.5521711638515,44,1,0,0,0,1
302,351.55160792980996,1146.508974121371,62,1,0,0,0,0
303,285.02805730533106,1244.5994184329425,19,1,0,0,0,0
304,515.5311476477923,477.8461654104589,33,1,0,0,0,0
305,334.76431194745,707.9665237819006,84,1,0,0,0,0
306,152.85000459388175,1238.174464599184,39,1,0,0,0,1
307,218.79289309640555,478.93896965499073,42,1,0,0,0,0
308,293.9485606508983,209.49593659087202,60,1,0,0,0,1
309,93.68705784523411,1106.8519578755804,70,1,0,0,0,0
310,242.65262925066597,1141.2658594970067,30,1,0,0,0,1
311,120.811071415835,974.9706061384597,45,1,0,0,0,1
312,278.47180639895294,716.7717996195015,81,1,0,0,0,0
313,392.92693017025846,1458.680214435958,40,1,0,0,0,0
314,176.08094060076684,975.9304022315682,58,1,0,0,0,0
315,363.55917161710056,1338.6430193920075,48,1,0,0,0,1
316,303.9114093155823,1113.7343930901013,50,1,0,0,0,0
317,69.17133156682368,758.3155718515615,47,1,0,0,0,1
318,402.61812183626245,933.4277246626018,43,1,0,0,0,1
319,179.08083481281056,959.075853916676,68,1,0,0,0,1
320,204.49051799086192,1111.6911930219194,36,1,0,0,0,1
321,235.55694176380686,1164.314362043022,52,1,0,0,0,1
322,269.9136157477794,982.8301488126008,53,1,0,0,0,1
323,328.23995323517806,902.4001369046757,78,1,0,0,0,1
324,324.0231271230379,1100.360819357782,43,1,0,0,0,1
325,181.69103620838155,284.4082795563461,23,1,0,0,0,0
326,331.039385358442,725.7921816021196,26,1,0,0,0,1
327,258.17508994236243,1120.2904363387288,37,1,0,0,0,1
328,70.0598229008101,1419.5667886004617,37,1,0,0,0,1
329,280.28878178943506,640.9882378660002,33,1,0,0,0,1
330,316.9974409127789,1228.2639504105468,32,1,0,0,0,1
331,582.5330578925882,803.5835628380395,62,1,0,0,0,1
332,348.8830575734901,508.53160101629993,13,1,0,0,0,1
333,334.5077053730706,1304.183222794004,27,1,0,0,0,1
334,245.24269803177626,802.2868730616148,38,1,0,0,0,1
335,168.4829556379485,275.33604787797026,40,1,0,0,0,0
336,87.64683789454304,754.1199237594146,39,1,0,0,0,1
337,274.37280537883885,1724.230861041462,26,1,0,0,0,1
338,164.84663370676088,811.5522181953688,35,1,0,0,0,1
339,293.03146823256407,1066.2404770031576,31,1,0,0,0,1
340,464.1879444860649,540.3745784642205,31,1,0,0,0,1
341,219.38638135337004,600.3797482089933,37,1,0,0,0,1
342,102.95917652901618,769.8316205707541,59,1,0,0,0,1
343,177.22308233491205,1438.0994293629137,68,1,0,0,0,1
344,468.65626167403525,666.1211488654102,17,1,0,0,0,1
345,82.22400939758583,987.0321485115992,43,1,0,0,0,1
346,591.2251853121259,410.97106385532174,57,1,0,0,0,0
347,728.3363806092659,306.5852935085327,24,1,0,0,0,1
348,498.0142428284136,206.04472824967075,36,1,0,0,0,1
349,85.66102689370848,681.1721241256738,30,1,0,0,0,1
350,342.54694468540254,819.5277550189903,13,1,0,0,0,1
351,100.5737224278885,380.94034537182364,39,1,0,0,0,1
352,487.4327830264086,977.8092198295226,37,1,0,0,0,1
353,199.27352086639706,477.6677121432065,42,1,0,0,0,1
354,351.62591996144033,702.5267057589276,38,1,0,0,0,1
355,729.0880673477195,651.5464846451878,60,1,0,0,0,1
356,85.07490859953427,509.3803553824977,42,1,0,0,0,1
357,606.2243590204534,443.36967514736034,27,1,0,0,0,1
358,428.42072702424406,821.0677526204984,19,1,0,0,0,1
359,387.29466382756806,476.7991504417203,40,1,0,0,0,1
360,549.0000557680296,712.0586222834836,35,1,0,0,0,1
361,631.8447051330924,505.9561382791357,48,1,0,0,0,1
362,78.24657286985936,701.7664933401967,30,1,0,0,0,1
363,191.63027495858785,414.7464991994527,40,1,0,0,0,1
364,271.9092866782951,590.6204894896772,23,1,0,0,0,1
365,673.1340389793236,830.9350172195952,49,1,0,0,0,1
366,294.4320625735472,398.973329578383,46,1,0,0,0,1
367,215.27881945049973,543.9542117595878,50,1,0,0,0,1
368,1003.4786329425351,661.4801814218464,35,1,0,0,0,1
369,482.6679475535957,779.4349215302385,52,1,0,0,0,1
370,220.18977160280238,739.3417271497742,34,1,0,0,0,1
371,113.79864258865076,563.5181125606196,61,1,0,0,0,0
372,358.2089650227755,888.6281178309008,39,1,0,0,0,1
373,294.27964370677336,493.3217966333975,24,1,0,0,0,0
374,266.4498162268088,873.3001602479976,26,1,0,0,0,1
375,358.59811415902584,640.5735559538211,33,1,0,0,0,0
376,281.61083326282323,331.5889961671405,34,1,0,0,0,1
377,133.26507668756628,860.2493755157625,34,1,0,0,0,0
378,220.60267943196428,650.100257843645,37,1,0,0,0,1
379,1010.8299259231392,564.8053690664601,45,1,0,0,0,1
380,287.76930073946494,651.6787871214119,43,1,0,0,0,1
381,67.15719764794983,723.5757538862605,18,1,0,0,0,1
382,511.3276416755153,324.02527272903757,23,1,0,0,0,1
383,355.9286068271623,1193.6499484887313,31,1,0,0,0,1
384,409.1852615575074,673.4058242496096,27,1,0,0,0,0
385,155.7608565114305,461.7573044606514,37,1,0,0,0,1
386,179.4655416446469,400.1366349071568,23,1,0,0,0,1
387,384.6492353904611,536.411118114187,16,1,0,0,0,1
388,293.18881636834436,585.0104775411555,19,1,0,0,0,1
389,407.29142946118924,809.231458869428,47,1,0,0,0,1
390,113.23839866285158,393.86190627917495,14,1,0,0,0,1
391,662.3292483579745,519.6791509553573,33,1,0,0,0,0
392,334.00290122620123,423.5257636070222,24,1,0,0,0,1
393,1040.5632040388477,758.295483503471,43,1,0,0,0,0
394,355.87277956253627,966.3706915575867,38,1,0,0,0,1
395,187.59046234879972,296.1517700304579,44,1,0,0,0,1
396,334.17967230509737,578.0611504109891,24,1,0,0,0,0
397,340.59932410483543,673.9322297107741,34,1,0,0,0,1
398,591.3481950022817,910.7616700327444,38,1,0,0,0,0
399,333.7624679545004,923.5168563558126,59,1,0,0,0,0
400,391.5352856091956,750.5284015982588,23,1,0,0,0,1
401,337.8137888675427,550.6390936257451,40,1,0,0,0,1
402,463.61604796238254,740.0021839537435,32,1,0,0,0,1
403,452.47958544193636,574.3827169675993,57,1,0,0,0,1
404,163.7945531945888,629.9504928070497,35,1,0,0,0,0
405,242.06576627342645,904.9950166806592,46,1,0,0,0,1
406,610.2726514484543,667.4834639167061,22,1,0,0,0,1
407,230.3341771193193,934.2906619044645,14,1,0,0,0,1
408,200.24462127693303,859.6949157587857,43,1,0,0,0,1
409,529.7753073652743,650.3596942137237,44,1,0,0,0,1
410,632.7902199028239,468.0322754418835,32,1,0,0,0,0
411,8550.279702656053,727.5859744066228,35,0,0,0,1,0
412,5427.733066063593,869.9847059498675,23,0,0,0,1,0
413,1651.2830083164713,942.0777282525924,29,0,0,0,1,0
414,73.0266786576799,966.5802121424475,51,0,0,0,1,0
415,8816.855460095696,972.1862180684902,40,0,0,0,1,0
416,1088.9821117526096,628.6873106984743,48,0,0,0,1,0
417,5174.49601371543,582.802612852678,43,0,0,0,1,0
418,7265.680589917171,725.3695280037107,40,0,0,0,1,0
419,6856.0962036734645,624.7415451389912,39,0,0,0,1,1
420,5682.644426246776,627.5981911029983,30,0,0,0,1,0
421,2599.5374344856436,559.2392821642759,40,0,0,0,1,0
422,3933.5894080163275,756.305855999101,42,0,0,0,1,0
423,10300.884936148126,556.4339215398383,45,0,0,0,1,1
424,2765.269513001721,827.2316302055023,36,0,0,0,1,0
425,7230.047871780439,291.5537213478048,30,0,0,0,1,1
426,4331.599653152709,881.8360717948135,26,0,0,0,1,1
427,6325.997694726984,954.453334669016,41,0,0,0,1,0
428,2788.896641927142,624.0159207107787,18,0,0,0,1,1
429,3731.6562793813,637.0849389336818,43,0,0,0,1,0
430,1358.9716393617377,747.9010161742218,67,0,0,0,1,0
431,13267.219378494992,380.6627112590057,41,0,0,0,1,0
432,7261.472909709575,601.8103277591248,35,0,0,0,1,0
433,2063.415536034594,605.8306786876637,30,0,0,0,1,0
434,2691.983647409081,711.4283754859131,38,0,0,0,1,1
435,1832.8463024042226,940.4939209560123,43,0,0,0,1,1
436,2740.4418745031585,614.4644440549368,30,0,0,0,1,1
437,5232.101100496661,689.5429181842525,48,0,0,0,1,1
438,1610.661387936587,667.0439303154387,36,0,0,0,1,1
439,7625.817742409778,757.0970292242359,34,0,0,0,1,1
440,2378.8534717771336,587.5828374833229,46,0,0,0,1,1
441,289.4980035143026,907.690843877673,16,0,0,0,1,1
442,8922.872137197995,626.323304319232,50,0,0,0,1,1
443,3587.5912256352476,710.6478225558914,28,0,0,0,1,1
444,5707.686344435873,614.3893683117142,27,0,0,0,1,1
445,705.1559023376344,545.6910109465412,50,0,0,0,1,1
446,15188.10998823167,511.53273137100075,45,0,0,0,1,0
447,1388.1556030204213,743.0680385220918,28,0,0,0,1,1
448,3538.1568390925595,705.0842526447043,23,0,0,0,1,1
449,2492.810245256367,977.5808612509591,48,0,0,0,1,0
450,3591.1007350602804,835.5565096744714,19,0,0,0,1,1
451,420.80194156407697,640.0469757182146,39,0,0,0,1,1
452,2198.8064167866546,793.4677202781728,70,0,0,0,1,0
453,2602.2738503631463,548.4532402161576,53,0,0,0,1,0
454,7213.921912300783,679.0677139374237,37,0,0,0,1,1
455,7953.8749220577765,682.8160906271572,79,0,0,0,1,0
456,5520.684760088334,696.5663505745243,33,0,0,0,1,1
457,3897.5498437277483,625.7524997470366,35,0,0,0,1,1
458,3774.874259413114,779.9318191159933,43,0,0,0,1,1
459,841.5160250566814,933.0952579734095,29,0,0,0,1,1
460,5148.119605631343,511.233320113992,31,0,0,0,1,1
461,4393.102489109282,922.685333942421,32,0,0,0,1,0
